prix,vue.le,piec.,m2,ville,arrondissement,rue,titre,depuis,évol.,prix.m2
415 000€,26/11,3,54,paris,20eme ardsmnt,NA,"Appartement - 3 pièces, 54m2",08686 jours,,7686
415 000€,05/12,3,54,paris,20eme ardsmnt,NA,"Appartement - 3 pièces, 54m2",0088 jours,,7686
410 500€,05/12,2,49,paris,15eme ardsmnt,Commerce,"Appartement - 2 pièces, 49m2",04242 jours,,8378
415 000€,03/12,1,35,paris,4eme ardsmnt,Place des vosges                     ,"Appartement - studio, 35m2",01616 jours,,11858
410 000€,23/11,3,52,paris,19eme ardsmnt,NA,"Appartement - 3 pièces, 52m2",01616 jours,,7885
410 000€,18/11,2,43,paris,11eme ardsmnt,La roquette,"Appartement - 2 pièces, 43m2",07979 jours,"-017,67-17.67%",9535
414 000€,04/12,3,53,paris,13eme ardsmnt,Rue brillat-savarin                  ,"Appartement - 3 pièces, 53m2",200200 jours,"-002,82-2.82%",7812
414 000€,04/12,3,53,paris,13eme ardsmnt,Rue brillat-savarin                  ,"Appartement - 3 pièces, 53m2",03434 jours,001.22(+1.22%),7812
415 000€,05/12,2,35,paris,18eme ardsmnt,Abbesses,"Appartement - 2 pièces, 35m2",0aujourd'hui,,11858
418 000€,30/11,2,45,paris,16eme ardsmnt,Auteuil,"Appartement - 2 pièces, 45m2",09898 jours,"-003,91-3.91%",9289
410 000€,04/12,4,74,paris,13eme ardsmnt,NA,"Appartement - 4 pièces, 74m2",03535 jours,"-002,38-2.38%",5541
410 000€,05/12,4,74,paris,13eme ardsmnt,Avenue d'ivry                        ,"Appartement - 4 pièces, 74m2",03535 jours,"-002,38-2.38%",5541
410 000€,05/12,3,69,paris,13eme ardsmnt,Avenue de choisy                     ,"Appartement - 3 pièces, 69m2",05151 jours,"-002,38-2.38%",5943
412 000€,05/12,NA,75,paris,13eme ardsmnt,NA,"Appartement, 75m2",03535 jours,,5494
412 000€,01/12,2,36,paris,13eme ardsmnt,Avenue des gobelins                  ,"Appartement - 2 pièces, 36m2",0077 jours,,11445
412 000€,26/11,2,36,paris,13eme ardsmnt,Avenue des gobelins                  ,"Appartement - 2 pièces, 36m2",02121 jours,,11445
417 000€,05/12,4,75,paris,13eme ardsmnt,NA,"Appartement - 4 pièces, 75m2",03232 jours,,5560
418 000€,05/12,3,65,paris,13eme ardsmnt,NA,"Appartement - 3 pièces, 65m2",01919 jours,,6431
419 000€,04/12,3,70,paris,13eme ardsmnt,NA,"Appartement - 3 pièces, 70m2",05050 jours,,5986
410 000€,04/12,2,38,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 38m2",07171 jours,"-008,89-8.89%",10790
410 000€,04/12,2,38,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 38m2",07171 jours,"-008,89-8.89%",10790
410 000€,24/11,2,43,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",07979 jours,,9535
410 000€,19/11,3,45,paris,14eme ardsmnt,NA,"Appartement - 3 pièces, 45m2",149149 jours,"-004,65-4.65%",9112
413 000€,04/12,2,40,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 40m2",02121 jours,,10325
416 000€,04/12,2,48,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",0033 jours,,8667
418 000€,28/11,NA,40,paris,14eme ardsmnt,Plaisance,"Appartement, 40m2",01010 jours,,10450
418 000€,04/12,2,40,paris,14eme ardsmnt,Plaisance,"Appartement - 2 pièces, 40m2",01111 jours,,10450
418 700€,29/11,2,42,paris,14eme ardsmnt,NA,"Appartement - 2 pièces, 42m2",07878 jours,"-003,53-3.53%",9970
410 000€,22/11,NA,42,paris,12eme ardsmnt,Picpus,"Appartement, 42m2",01515 jours,,9762
410 000€,30/11,2,43,paris,12eme ardsmnt,Picpus,"Appartement - 2 pièces, 43m2",06565 jours,"-002,38-2.38%",9535
410 000€,19/11,2,44,paris,12eme ardsmnt,Bois de vincennes,"Appartement - 2 pièces, 44m2",218218 jours,"-003,76-3.76%",9319
412 000€,30/11,2,38,paris,12eme ardsmnt,NA,"Appartement - 2 pièces, 38m2",05050 jours,"-007,21-7.21%",10843
415 000€,29/11,2,43,paris,12eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",03333 jours,,9652
410 000€,29/11,NA,42,paris,15eme ardsmnt,Rue vasco de gama                    ,"Appartement, 42m2",01010 jours,,9762
410 000€,05/12,1,30,paris,15eme ardsmnt,NA,"Appartement - studio, 30m2",144144 jours,,13667
410 000€,05/12,2,42,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 42m2",01212 jours,,9762
410 000€,05/12,2,43,paris,15eme ardsmnt,Rue vasco de gama                    ,"Appartement - 2 pièces, 43m2",01212 jours,,9535
410 000€,04/12,2,37,paris,15eme ardsmnt,Charles michels,"Appartement - 2 pièces, 37m2",02121 jours,"-015,46-15.46%",11082
410 000€,30/11,1,37,paris,15eme ardsmnt,NA,"Appartement - studio, 37m2",143143 jours,,11082
410 000€,05/12,2,37,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 37m2",01515 jours,,11082
412 000€,23/11,2,34,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 34m2",06666 jours,"-004,63-4.63%",12118
412 000€,29/11,2,34,paris,15eme ardsmnt,Rue saint-charles                    ,"Appartement - 2 pièces, 34m2",05555 jours,,12118
417 000€,05/12,2,40,paris,15eme ardsmnt,Commerce,"Appartement - 2 pièces, 40m2",08484 jours,,10425
419 000€,05/12,3,51,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 51m2",08080 jours,"-003,68-3.68%",8216
419 000€,05/12,3,54,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 54m2",146146 jours,"-009,31-9.31%",7760
419 000€,17/11,2,54,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 54m2",145145 jours,"-009,31-9.31%",7760
410 000€,03/12,2,40,paris,5eme ardsmnt,Rue mouffetard                       ,"Appartement - 2 pièces, 40m2",141141 jours,,10250
412 000€,22/11,NA,36,paris,5eme ardsmnt,Avenue des gobelins                  ,"Appartement, 36m2",02121 jours,,11445
414 000€,04/12,2,35,paris,5eme ardsmnt,Maubert,"Appartement - 2 pièces, 35m2",001hier,,11829
415 000€,04/12,2,34,paris,5eme ardsmnt,Rue basse des carmes                 ,"Appartement - 2 pièces, 34m2",0022 jours,,12206
415 000€,04/12,2,35,paris,5eme ardsmnt,Rue basse des carmes                 ,"Appartement - 2 pièces, 35m2",0022 jours,,11858
415 000€,04/12,2,33,paris,5eme ardsmnt,NA,"Appartement - 2 pièces, 33m2",03535 jours,003.03(+3.03%),12576
415 000€,04/12,2,35,paris,5eme ardsmnt,Rue des écoles                      ,"Appartement - 2 pièces, 35m2",06262 jours,,11858
415 000€,04/12,2,35,paris,5eme ardsmnt,Rue d'arras                          ,"Appartement - 2 pièces, 35m2",02121 jours,,11858
415 000€,04/12,2,35,paris,5eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",100 jours,,11858
416 000€,01/12,2,34,paris,5eme ardsmnt,NA,"Appartement - 2 pièces, 34m2",219219 jours,"-004,76-4.76%",12236
415 000€,05/12,2,35,paris,6eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",295295 jours,"-001,19-1.19%",11858
415 000€,04/12,2,35,paris,6eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",315315 jours,"-003,49-3.49%",11858
416 000€,23/11,2,24,paris,6eme ardsmnt,NA,"Appartement - 2 pièces, 24m2",248248 jours,,17334
410 000€,03/12,1,30,paris,4eme ardsmnt,NA,"Appartement - studio, 30m2",04747 jours,,13667
410 000€,03/12,2,34,paris,4eme ardsmnt,Rue charles v                        ,"Appartement - 2 pièces, 34m2",215215 jours,"-002,38-2.38%",12059
419 000€,03/12,2,26,paris,4eme ardsmnt,Rue des rosiers                      ,"Appartement - 2 pièces, 26m2",131131 jours,,16116
410 000€,05/12,1,26,paris,7eme ardsmnt,Rue du bac                           ,"Appartement - studio, 26m2",01212 jours,,15770
410 000€,21/11,1,26,paris,7eme ardsmnt,Rue du bac                           ,"Appartement - studio, 26m2",01515 jours,,15770
410 000€,04/12,2,25,paris,7eme ardsmnt,NA,"Appartement - 2 pièces, 25m2",194194 jours,"-003,53-3.53%",16400
416 000€,24/11,2,35,paris,7eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",01919 jours,,11886
415 000€,05/12,2,45,paris,11eme ardsmnt,Rue léon frot                       ,"Appartement - 2 pièces, 45m2",0aujourd'hui,,9223
415 000€,20/11,2,35,paris,11eme ardsmnt,Rue oberkampf                        ,"Appartement - 2 pièces, 35m2",01616 jours,,11858
415 000€,03/12,2,45,paris,11eme ardsmnt,Rue léon frot                       ,"Appartement - 2 pièces, 45m2",0055 jours,,9223
415 000€,05/12,2,39,paris,11eme ardsmnt,NA,"Appartement - 2 pièces, 39m2",0077 jours,,10642
417 000€,26/11,2,39,paris,11eme ardsmnt,Folie mericourt,"Appartement - 2 pièces, 39m2",04949 jours,stable,10693
410 000€,01/12,1,30,paris,16eme ardsmnt,NA,"Appartement - studio, 30m2",0088 jours,,13667
410 000€,30/11,1,30,paris,16eme ardsmnt,NA,"Appartement - studio, 30m2",0099 jours,,13667
410 000€,04/12,1,34,paris,16eme ardsmnt,NA,"Appartement - studio, 34m2",186186 jours,"-083,5-83.50%",12059
410 000€,30/11,2,29,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 29m2",03535 jours,,14138
415 000€,17/11,1,30,paris,16eme ardsmnt,NA,"Appartement - studio, 30m2",02828 jours,,13834
415 000€,17/11,2,41,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 41m2",02525 jours,,10122
415 000€,18/11,2,41,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 41m2",02525 jours,,10122
415 000€,16/11,2,37,paris,16eme ardsmnt,Porte dauphine,"Appartement - 2 pièces, 37m2",07878 jours,"-002,35-2.35%",11217
418 000€,01/12,2,45,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 45m2",138138 jours,"-006,9-6.90%",9289
418 000€,03/12,2,45,paris,16eme ardsmnt,Avenue de versailles                 ,"Appartement - 2 pièces, 45m2",0066 jours,,9289
418 000€,30/11,2,36,paris,16eme ardsmnt,Place d'iéna                        ,"Appartement - 2 pièces, 36m2",142142 jours,,11612
418 000€,27/11,2,45,paris,16eme ardsmnt,Avenue de versailles                 ,"Appartement - 2 pièces, 45m2",03333 jours,,9289
418 000€,30/11,2,44,paris,16eme ardsmnt,NA,"Appartement - 2 pièces, 44m2",117117 jours,"-003,91-3.91%",9500
410 000€,05/12,2,30,paris,3eme ardsmnt,Rue rambuteau                        ,"Appartement - 2 pièces, 30m2",05050 jours,"-003,53-3.53%",13667
417 000€,29/11,2,33,paris,3eme ardsmnt,Marais,"Appartement - 2 pièces, 33m2",291291 jours,,12637
417 000€,29/11,2,35,paris,3eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",262262 jours,,11915
418 000€,04/12,2,36,paris,3eme ardsmnt,Rue du vertbois                      ,"Appartement - 2 pièces, 36m2",07777 jours,"-001,88-1.88%",11612
418 000€,27/11,2,36,paris,3eme ardsmnt,Arts et metiers,"Appartement - 2 pièces, 36m2",04141 jours,,11612
410 000€,22/11,2,45,paris,20eme ardsmnt,NA,"Appartement - 2 pièces, 45m2",06565 jours,"-002,38-2.38%",9112
410 000€,05/12,2,40,paris,20eme ardsmnt,Rue de la plaine                     ,"Appartement - 2 pièces, 40m2",0044 jours,,10250
410 000€,30/11,3,42,paris,20eme ardsmnt,NA,"Appartement - 3 pièces, 42m2",208208 jours,,9762
415 000€,29/11,NA,44,paris,20eme ardsmnt,Rue de belleville                    ,"Appartement, 44m2",0077 jours,,9432
415 000€,05/12,NA,54,paris,20eme ardsmnt,NA,"Appartement, 54m2",0077 jours,,7686
415 000€,17/11,NA,54,paris,20eme ardsmnt,NA,"Appartement, 54m2",02020 jours,,7686
415 000€,04/12,2,43,paris,20eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",147147 jours,,9652
415 000€,29/11,2,44,paris,20eme ardsmnt,Rue de belleville                    ,"Appartement - 2 pièces, 44m2",01313 jours,,9432
415 000€,29/11,2,43,paris,20eme ardsmnt,Belleville,"Appartement - 2 pièces, 43m2",148148 jours,,9652
419 000€,04/12,2,43,paris,20eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",108108 jours,,9745
410 500€,16/11,3,73,paris,2eme ardsmnt,NA,"Appartement - 3 pièces, 73m2",04747 jours,,5624
415 000€,03/12,1,30,paris,2eme ardsmnt,NA,"Appartement - studio, 30m2",0088 jours,,13834
415 000€,05/12,1,31,paris,2eme ardsmnt,Rue saint-sauveur                    ,"Appartement - studio, 31m2",02828 jours,,13388
417 000€,21/11,1,34,paris,2eme ardsmnt,NA,"Appartement - studio, 34m2",01818 jours,,12265
418 000€,05/12,1,34,paris,2eme ardsmnt,Rue saint-sauveur                    ,"Appartement - studio, 34m2",02626 jours,,12295
412 000€,29/11,1,29,paris,8eme ardsmnt,NA,"Appartement - studio, 29m2",06969 jours,,14207
410 000€,02/12,2,38,paris,10eme ardsmnt,NA,"Appartement - 2 pièces, 38m2",0044 jours,,10790
410 000€,05/12,2,38,paris,10eme ardsmnt,Porte saint denis,"Appartement - 2 pièces, 38m2",0044 jours,,10790
410 000€,05/12,3,41,paris,10eme ardsmnt,NA,"Appartement - 3 pièces, 41m2",03333 jours,,10000
417 000€,19/11,2,38,paris,10eme ardsmnt,NA,"Appartement - 2 pièces, 38m2",01818 jours,,10974
418 000€,05/12,2,43,paris,10eme ardsmnt,Rue du faubourg saint-denis          ,"Appartement - 2 pièces, 43m2",0022 jours,,9721
410 000€,28/11,NA,27,paris,9eme ardsmnt,NA,"Appartement, 27m2",01010 jours,,15186
410 000€,04/12,1,27,paris,9eme ardsmnt,NA,"Appartement - studio, 27m2",160160 jours,,15186
410 000€,04/12,2,43,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0033 jours,,9535
410 000€,28/11,2,35,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",02323 jours,,11715
410 000€,05/12,2,50,paris,17eme ardsmnt,Batignolles,"Appartement - 2 pièces, 50m2",188188 jours,"-005,75-5.75%",8200
415 000€,05/12,2,43,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",001hier,,9652
415 000€,05/12,2,43,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0088 jours,,9652
415 000€,28/11,2,39,paris,17eme ardsmnt,Rue villaret de joyeuse              ,"Appartement - 2 pièces, 39m2",08686 jours,"-001,19-1.19%",10642
415 957€,04/12,3,50,paris,17eme ardsmnt,NA,"Appartement - 3 pièces, 50m2",254254 jours,stable,8320
418 000€,30/11,2,43,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0066 jours,,9721
418 000€,28/11,2,43,paris,17eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0099 jours,,9721
419 200€,02/12,2,35,paris,17eme ardsmnt,Villa laugier                        ,"Appartement - 2 pièces, 35m2",02121 jours,,11978
410 000€,04/12,2,43,paris,19eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0055 jours,,9535
410 000€,04/12,3,62,paris,19eme ardsmnt,NA,"Appartement - 3 pièces, 62m2",03939 jours,"-002,15-2.15%",6613
410 000€,21/11,3,52,paris,19eme ardsmnt,NA,"Appartement - 3 pièces, 52m2",01616 jours,,7885
410 000€,04/12,2,40,paris,19eme ardsmnt,Parc des buttes-chaumont             ,"Appartement - 2 pièces, 40m2",08383 jours,,10250
410 000€,02/12,2,43,paris,19eme ardsmnt,NA,"Appartement - 2 pièces, 43m2",0055 jours,,9535
410 000€,05/12,3,62,paris,19eme ardsmnt,Rue des lilas                        ,"Appartement - 3 pièces, 62m2",0aujourd'hui,"-002,15-2.15%",6613
410 000€,01/12,2,40,paris,19eme ardsmnt,Parc des buttes-chaumont             ,"Appartement - 2 pièces, 40m2",01919 jours,,10250
414 000€,01/12,2,41,paris,19eme ardsmnt,Avenue mathurin-moreau               ,"Appartement - 2 pièces, 41m2",186186 jours,,10098
410 000€,05/12,3,51,paris,18eme ardsmnt,Rue doudeauville                     ,"Appartement - 3 pièces, 51m2",06868 jours,"-002,84-2.84%",8040
412 000€,05/12,1,28,paris,18eme ardsmnt,NA,"Appartement - studio, 28m2",04747 jours,,14715
412 000€,05/12,1,28,paris,18eme ardsmnt,NA,"Appartement - studio, 28m2",03535 jours,,14715
412 000€,30/11,1,27,paris,18eme ardsmnt,NA,"Appartement - studio, 27m2",03232 jours,,15260
412 000€,30/11,1,27,paris,18eme ardsmnt,NA,"Appartement - studio, 27m2",06363 jours,,15260
412 000€,30/11,1,28,paris,18eme ardsmnt,NA,"Appartement - studio, 28m2",04444 jours,,14715
413 400€,05/12,2,44,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 44m2",0055 jours,,9396
414 750€,05/12,3,48,paris,18eme ardsmnt,Rue de suez                          ,"Appartement - 3 pièces, 48m2",03030 jours,"-005,95-5.95%",8641
415 000€,05/12,2,35,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",05454 jours,,11858
415 000€,05/12,2,35,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 35m2",03737 jours,,11858
415 000€,05/12,3,53,paris,18eme ardsmnt,Château rouge,"Appartement - 3 pièces, 53m2",0aujourd'hui,,7831
415 000€,29/11,2,41,paris,18eme ardsmnt,Rue damrémont                       ,"Appartement - 2 pièces, 41m2",04242 jours,,10122
415 000€,30/11,2,40,paris,18eme ardsmnt,Rue marcadet                         ,"Appartement - 2 pièces, 40m2",132132 jours,,10375
415 000€,30/11,2,35,paris,18eme ardsmnt,Abbesses,"Appartement - 2 pièces, 35m2",05151 jours,,11858
415 000€,30/11,2,40,paris,18eme ardsmnt,Rue marcadet                         ,"Appartement - 2 pièces, 40m2",132132 jours,,10375
415 000€,19/11,2,47,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 47m2",05454 jours,"-004,6-4.60%",8830
415 000€,05/12,2,41,paris,18eme ardsmnt,Rue marcadet                         ,"Appartement - 2 pièces, 41m2",04343 jours,,10122
416 000€,16/11,3,57,paris,18eme ardsmnt,Rue ordener                          ,"Appartement - 3 pièces, 57m2",08383 jours,,7299
418 000€,05/12,2,44,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 44m2",05454 jours,,9500
419 000€,05/12,3,56,paris,18eme ardsmnt,NA,"Appartement - 3 pièces, 56m2",03030 jours,,7483
419 000€,29/11,2,40,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 40m2",0088 jours,,10475
419 000€,05/12,3,56,paris,18eme ardsmnt,NA,"Appartement - 3 pièces, 56m2",03131 jours,,7483
419 000€,05/12,2,40,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 40m2",0088 jours,,10475
419 000€,05/12,2,46,paris,18eme ardsmnt,Boulevard de clichy                  ,"Appartement - 2 pièces, 46m2",280280 jours,,9109
420 000€,05/12,4,75,paris,13eme ardsmnt,NA,"Appartement - 4 pièces, 75m2",02929 jours,,5600
420 000€,03/12,2,34,paris,4eme ardsmnt,Place des vosges                     ,"Appartement - 2 pièces, 34m2",0099 jours,,12353
427 037€,26/11,2,42,paris,15eme ardsmnt,NA,"Appartement - 2 pièces, 42m2",131131 jours,,10168
420 000€,04/12,2,37,paris,5eme ardsmnt,Rue des chantiers                    ,"Appartement - 2 pièces, 37m2",04848 jours,"-001,18-1.18%",11352
420 000€,05/12,3,52,paris,13eme ardsmnt,NA,"Appartement - 3 pièces, 52m2",0aujourd'hui,,8077
420 000€,04/12,3,52,paris,13eme ardsmnt,NA,"Appartement - 3 pièces, 52m2",01111 jours,,8077
429 000€,30/11,2,41,paris,14eme ardsmnt,Rue de la gaîté                    ,"Appartement - 2 pièces, 41m2",05959 jours,,10464
427 000€,04/12,3,45,paris,12eme ardsmnt,Avenue de saint-mandé               ,"Appartement - 3 pièces, 45m2",02020 jours,,9489
420 000€,30/11,2,40,paris,3eme ardsmnt,NA,"Appartement - 2 pièces, 40m2",119119 jours,"-006,67-6.67%",10500
420 000€,19/11,2,45,paris,19eme ardsmnt,Rue de romainville                   ,"Appartement - 2 pièces, 45m2",01919 jours,,9334
420 000€,01/12,2,55,paris,19eme ardsmnt,Rue de romainville                   ,"Appartement - 2 pièces, 55m2",01313 jours,,7637
427 000€,27/11,2,42,paris,19eme ardsmnt,NA,"Appartement - 2 pièces, 42m2",02222 jours,,10167
420 000€,05/12,2,48,paris,18eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",08282 jours,"-004,55-4.55%",8750
420 000€,04/12,4,75,paris,13eme ardsmnt,NA,"Appartement - 4 pièces, 75m2",02828 jours,,5600
420 000€,04/12,3,50,paris,13eme ardsmnt,NA,"Appartement - 3 pièces, 50m2",02323 jours,,8400
420 000€,05/12,NA,50,paris,13eme ardsmnt,NA,"Appartement, 50m2",02020 jours,,8400
420 000€,05/12,NA,50,paris,13eme ardsmnt,NA,"Appartement, 50m2",02020 jours,,8400
420 000€,04/12,2,48,paris,13eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",01919 jours,,8750
420 000€,21/11,NA,52,paris,13eme ardsmnt,NA,"Appartement, 52m2",01515 jours,,8077
420 000€,28/11,NA,52,paris,13eme ardsmnt,NA,"Appartement, 52m2",01010 jours,,8077
420 000€,05/12,NA,56,paris,13eme ardsmnt,Place d'italie                       ,"Appartement, 56m2",0077 jours,,7500
420 000€,16/11,2,45,paris,13eme ardsmnt,NA,"Appartement - 2 pièces, 45m2",01919 jours,,9334
420 000€,17/11,2,48,paris,13eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",01818 jours,,8750
420 000€,04/12,2,48,paris,13eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",01111 jours,,8750
420 000€,02/12,2,48,paris,13eme ardsmnt,NA,"Appartement - 2 pièces, 48m2",0066 jours,,8750
420 000€,05/12,NA,75,paris,13eme ardsmnt,NA,"Appartement, 75m2",02828 jours,,5600
420 000€,05/12,NA,52,paris,13eme ardsmnt,NA,"Appartement, 52m2",02020 jours,,8077
