Geo Point;Geo Shape;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y;EDITEUR;EDIT_DATE;TERMINUS
48.8896740712, 2.3387606492;"{""type"": ""Point"", ""coordinates"": [2.338760649199277, 48.88967407118814]}";43600;22055;419;Lamarck-Caulaincourt;LAMARCK-CAULAINCOURT;Lamarck-Caulaincourt;2303;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112077;12;METRO;M12;3.0;110.0;RATP;0;1;0;651513.7584;6865721.0309;;;0
48.8748743434, 2.34019988439;"{""type"": ""Point"", ""coordinates"": [2.34019988438517, 48.87487434337737]}";43656;22382;443;Le Peletier;LE PELETIER;Le Peletier;2175;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107051;7;METRO;M7;3.0;110.0;RATP;0;1;0;651605.5387;6864074.5114;;;0
48.8623162787, 2.34567382822;"{""type"": ""Point"", ""coordinates"": [2.345673828222722, 48.8623162786956]}";417675;22146;460;Les Halles;LES HALLES;Les Halles;2086;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104051;4;METRO;M4;3.0;110.0;RATP;0;1;0;651995.4564;6862674.8091;;;0
48.8260549965, 2.40674222593;"{""type"": ""Point"", ""coordinates"": [2.406742225927992, 48.82605499654801]}";43811;22209;466;LibertÃ©;LIBERTE;LibertÃ©;2196;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108077;8;METRO;M8;3.0;110.0;RATP;899939;1;0;656445.3488;6858607.5005;;;0
48.8812858119, 2.36554431917;"{""type"": ""Point"", ""coordinates"": [2.365544319172476, 48.88128581185832]}";43823;22384;476;Louis Blanc;LOUIS BLANC;Louis Blanc;2180;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107041;7;METRO;M7;3.0;110.0;RATP;0;1;0;653470.1684;6864772.1908;;;0
48.8389609394, 2.28270002724;"{""type"": ""Point"", ""coordinates"": [2.282700027239131, 48.838960939372015]}";45363;22187;479;Lourmel;LOURMEL;Lourmel;2224;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108021;8;METRO;M8;3.0;110.0;RATP;0;1;0;647351.9234;6860118.0595;;;0
48.8619369141, 2.44131094125;"{""type"": ""Point"", ""coordinates"": [2.441310941253409, 48.861936914133]}";44052;21941;492;Mairie de Montreuil;MAIRIE DE MONTREUIL;Mairie de Montreuil;2226;Metro;0;0;0;1;0;0;0;0;0;0;M9;0;0;0;A01542;;9;16.0;9-109093;9;METRO;M9;3.0;110.0;RATP;0;1;0;659011.4336;6862578.7337;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.9119648979, 2.33392489048;"{""type"": ""Point"", ""coordinates"": [2.333924890479715, 48.911964897880885]}";43969;22243;493;Mairie de Saint-Ouen;MAIRIE DE SAINT-OUEN;Mairie de Saint-Ouen;2352;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114075;13;METRO;M13;3.0;110.0;RATP;0;1;0;651180.0871;6868202.6512;;;0
48.8871348691, 2.38696001714;"{""type"": ""Point"", ""coordinates"": [2.386960017135177, 48.887134869076554]}";44227;22005;614;Ourcq;OURCQ;Ourcq;2117;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105049;5;METRO;M5;3.0;110.0;RATP;0;1;0;655045.7743;6865410.1669;;;0
48.8652537861, 2.37458197;"{""type"": ""Point"", ""coordinates"": [2.374581969996412, 48.865253786054325]}";58725;22019;625;Parmentier;PARMENTIER;Parmentier;2069;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103043;3;METRO;M3;3.0;110.0;RATP;0;1;0;654118.8397;6862984.2509;;;0
48.8626540191, 2.38760728815;"{""type"": ""Point"", ""coordinates"": [2.387607288151709, 48.86265401909355]}";44310;22112;633;PÃ¨re Lachaise;PERE LACHAISE;PÃ¨re Lachaise;2029;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103039;2;METRO;M2;3.0;110.0;RATP;0;1;0;655072.126;6862687.687;;;0
48.815930763, 2.37726720015;"{""type"": ""Point"", ""coordinates"": [2.377267200151936, 48.81593076304922]}";44343;22397;642;Pierre Curie;PIERRE CURIE;Pierre et Marie Curie;2152;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107089;7;METRO;M7;3.0;110.0;RATP;0;1;0;654272.5743;6857498.469;;;0
48.831433631, 2.35564364302;"{""type"": ""Point"", ""coordinates"": [2.355643643022595, 48.83143363103185]}";44371;22365;654;Place d'Italie;PLACE D'ITALIE;Place d'Italie;2162;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-105081;7;METRO;M7;3.0;110.0;RATP;0;1;0;652698.8522;6859234.9421;;;0
48.8311126604, 2.32970501262;"{""type"": ""Point"", ""coordinates"": [2.329705012620185, 48.831112660375325]}";44183;22144;573;Mouton-Duvernet;MOUTON-DUVERNET;Mouton-Duvernet;2098;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104075;4;METRO;M4;3.0;110.0;RATP;0;1;0;650794.4816;6859215.1047;;;0
48.8449426325, 2.3287780269;"{""type"": ""Point"", ""coordinates"": [2.328778026901662, 48.84494263252667]}";44211;22051;601;Notre-Dame-des-Champs;NOTRE-DAME-DES-CHAMPS;Notre-Dame-des-Champs;2317;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112049;12;METRO;M12;3.0;110.0;RATP;0;1;0;650739.5063;6860753.4255;;;0
48.8646578796, 2.36841002566;"{""type"": ""Point"", ""coordinates"": [2.368410025658025, 48.864657879612494]}";45193;21905;602;Oberkampf;OBERKAMPF;Oberkampf;2109;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-109071;5;METRO;M5;3.0;110.0;RATP;0;1;0;653665.5406;6862921.5946;;;0
48.8647276207, 2.36849638711;"{""type"": ""Point"", ""coordinates"": [2.368496387112846, 48.86472762072593]}";45193;21925;603;Oberkampf;OBERKAMPF;Oberkampf;2237;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109071;9;METRO;M9;3.0;110.0;RATP;0;1;0;653671.9381;6862929.2986;;;0
48.8521672611, 2.33964633593;"{""type"": ""Point"", ""coordinates"": [2.339646335932881, 48.852167261116506]}";58716;21978;604;OdÃ©on;ODEON;OdÃ©on;2280;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-104059;10;METRO;M10;3.0;110.0;RATP;0;1;0;651543.823;6861550.009;;;0
48.8704867033, 2.33240740643;"{""type"": ""Point"", ""coordinates"": [2.332407406427907, 48.87048670327018]}";42237;22381;607;OpÃ©ra;OPERA;OpÃ©ra;2173;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-108041;7;METRO;M7;3.0;110.0;RATP;0;1;0;651029.8713;6863591.4421;;;0
48.8479715406, 2.25774468038;"{""type"": ""Point"", ""coordinates"": [2.257744680376012, 48.84797154059771]}";44504;21974;683;Porte d'Auteuil;PORTE D'AUTEUIL;Porte d'Auteuil;2267;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110033;10;METRO;M10;3.0;110.0;RATP;0;1;0;645529.7326;6861136.8657;;;0
48.8942522622, 2.31377215877;"{""type"": ""Point"", ""coordinates"": [2.313772158769625, 48.89425226224654]}";44514;22219;689;Porte de Clichy;PORTE DE CLICHY;Porte de Clichy;2346;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113071;13;METRO;M13;3.0;110.0;RATP;0;1;0;649685.9141;6866245.7339;;;0
48.8552362528, 2.36095648866;"{""type"": ""Point"", ""coordinates"": [2.360956488661, 48.855236252795095]}";44881;22074;777;Saint-Paul (le Marais);SAINT-PAUL (LE MARAIS);Saint-Paul;2016;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101049;1;METRO;M1;3.0;110.0;RATP;0;1;0;653110.2705;6861878.3873;;;0
48.8724223837, 2.31003834462;"{""type"": ""Point"", ""coordinates"": [2.310038344619937, 48.87242238365101]}";44884;21912;778;Saint-Philippe du Roule;SAINT-PHILIPPE-DU-ROULE;Saint-Philippe du Roule;2247;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109051;9;METRO;M9;3.0;110.0;RATP;0;1;0;649390.9483;6863820.7798;;;0
48.867309475, 2.34751621328;"{""type"": ""Point"", ""coordinates"": [2.347516213278753, 48.86730947497152]}";44825;22029;792;Sentier;SENTIER;Sentier;2064;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103053;3;METRO;M3;3.0;110.0;RATP;0;1;0;652135.2075;6863228.8943;;;0
48.8842789443, 2.36588135817;"{""type"": ""Point"", ""coordinates"": [2.365881358169887, 48.88427894428395]}";44901;22107;808;Stalingrad;STALINGRAD;Stalingrad;2035;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-105055;2;METRO;M2;3.0;110.0;RATP;0;1;0;653497.5585;6865104.8108;;;0
48.8844208864, 2.36589381994;"{""type"": ""Point"", ""coordinates"": [2.365893819935268, 48.88442088636331]}";44901;22001;809;Stalingrad;STALINGRAD;Stalingrad;2114;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105055;5;METRO;M5;3.0;110.0;RATP;0;1;0;653498.5991;6865120.5866;;;0
48.8692241717, 2.3546037907;"{""type"": ""Point"", ""coordinates"": [2.354603790697162, 48.8692241716524]}";44909;21920;838;Strasbourg-Saint-Denis;STRASBOURG-SAINT-DENIS;Strasbourg-Saint-Denis;2239;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109067;9;METRO;M9;3.0;110.0;RATP;0;1;0;652656.8653;6863437.5212;;;0
48.8512376804, 2.361985141;"{""type"": ""Point"", ""coordinates"": [2.36198514100077, 48.85123768038418]}";44911;22369;842;Sully-Morland;SULLY-MORLAND;Sully-Morland;2167;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107067;7;METRO;M7;3.0;110.0;RATP;0;1;0;653182.1536;6861433.1715;;;0
48.8885036879, 2.39211369776;"{""type"": ""Point"", ""coordinates"": [2.392113697756401, 48.88850368786184]}";44521;22003;694;Porte de Pantin;PORTE DE PANTIN;Porte de Pantin;2118;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105047;5;METRO;M5;3.0;110.0;RATP;899901;1;0;655424.858;6865559.4508;;;0
48.8213557838, 2.36929058735;"{""type"": ""Point"", ""coordinates"": [2.369290587346029, 48.82135578381408]}";44507;22372;704;Porte d'Ivry;PORTE D'IVRY;Porte d'Ivry;2153;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107087;7;METRO;M7;3.0;110.0;RATP;0;1;0;653691.6801;6858106.3134;;;0
48.8659809205, 2.33433072438;"{""type"": ""Point"", ""coordinates"": [2.334330724377939, 48.865980920486436]}";44579;22375;715;Pyramides;PYRAMIDES;Pyramides;2172;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107057;7;METRO;M7;3.0;110.0;RATP;0;1;0;651166.726;6863089.243;;;0
48.8612049903, 2.35349574013;"{""type"": ""Point"", ""coordinates"": [2.353495740128163, 48.861204990323024]}";44593;21992;721;Rambuteau;RAMBUTEAU;Rambuteau;2288;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111053;11;METRO;M11;3.0;110.0;RATP;0;1;0;652568.2852;6862546.5161;;;0
48.8389642807, 2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.838964280710556]}";45314;22131;723;Raspail;RASPAIL;Raspail;2096;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104071;4;METRO;M4;3.0;110.0;RATP;0;1;0;650878.8981;6860087.4642;;;0
48.8663402993, 2.35206831805;"{""type"": ""Point"", ""coordinates"": [2.35206831805007, 48.866340299288545]}";44600;22018;725;RÃ©aumur SÃ©bastopol;REAUMUR-SEBASTOPOL;RÃ©aumur-SÃ©bastopol;2065;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-104047;3;METRO;M3;3.0;110.0;RATP;0;1;0;652468.2482;6863118.3797;;;0
48.8660696891, 2.35245974411;"{""type"": ""Point"", ""coordinates"": [2.352459744108265, 48.866069689115555]}";44600;22142;726;RÃ©aumur SÃ©bastopol;REAUMUR-SEBASTOPOL;RÃ©aumur-SÃ©bastopol;2084;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104047;4;METRO;M4;3.0;110.0;RATP;0;1;0;652496.7155;6863088.0544;;;0
48.8484578485, 2.32778212715;"{""type"": ""Point"", ""coordinates"": [2.327782127147534, 48.848457848541784]}";44609;22049;728;Rennes;RENNES;Rennes;2316;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112051;12;METRO;M12;3.0;110.0;RATP;0;1;0;650669.7472;6861144.9041;;;0
48.8671587253, 2.3639578365;"{""type"": ""Point"", ""coordinates"": [2.363957836496271, 48.867158725337895]}";44617;22199;732;RÃ©publique;REPUBLIQUE;RÃ©publique;2209;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-109069;8;METRO;M8;3.0;110.0;RATP;0;1;0;653341.1678;6863202.2912;;;0
48.8745583847, 2.3213619281;"{""type"": ""Point"", ""coordinates"": [2.321361928104079, 48.87455838471093]}";44857;21911;759;Saint-Augustin;SAINT-AUGUSTIN;Saint-Augustin;2245;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109055;9;METRO;M9;3.0;110.0;RATP;0;1;0;650223.5598;6864051.0893;;;0
48.9365268526, 2.35939826103;"{""type"": ""Point"", ""coordinates"": [2.359398261032672, 48.93652685258673]}";44859;22240;761;Basilique de Saint-Denis;BASILIQUE DE SAINT-DENIS;Basilique de Saint-Denis;2355;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114081;13;METRO;M13;3.0;110.0;RATP;0;1;0;653069.272;6870918.4484;;;0
48.8721014421, 2.40451494238;"{""type"": ""Point"", ""coordinates"": [2.404514942379104, 48.872101442131545]}";44864;21946;764;Saint-Fargeau;SAINT-FARGEAU;Saint-Fargeau;2357;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01549;;3b;9.0;3b-116033;3b;METRO;M3bis;3.0;110.0;RATP;0;1;0;656320.4457;6863728.6864;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8784252576, 2.33759508282;"{""type"": ""Point"", ""coordinates"": [2.337595082820351, 48.87842525762863]}";44867;22044;766;Saint-Georges;SAINT-GEORGES;Saint-Georges;2306;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112071;12;METRO;M12;3.0;110.0;RATP;0;1;0;651417.8007;6864470.9482;;;0
48.8640865748, 2.38079798618;"{""type"": ""Point"", ""coordinates"": [2.380797986183677, 48.864086574750985]}";45194;22025;774;Saint-Maur;SAINT-MAUR;Rue Saint-Maur;2070;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103041;3;METRO;M3;3.0;110.0;RATP;0;1;0;654573.8244;6862850.872;;;0
48.8531679849, 2.34328597892;"{""type"": ""Point"", ""coordinates"": [2.343285978923924, 48.853167984890604]}";44877;22137;776;Saint-Michel;SAINT-MICHEL;Saint-Michel;2089;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104057;4;METRO;M4;3.0;110.0;RATP;0;1;0;651811.8161;6861659.0529;;;0
48.8415055224, 2.30794867934;"{""type"": ""Point"", ""coordinates"": [2.307948679336751, 48.84150552236795]}";45060;22048;919;Volontaires;VOLONTAIRES;Volontaires;2321;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0;1;0;649207.5446;6860384.4512;;;0
48.8838092012, 2.30467444053;"{""type"": ""Point"", ""coordinates"": [2.304674440528396, 48.883809201233376]}";45508;22028;923;Wagram;WAGRAM;Wagram;2055;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103071;3;METRO;M3;3.0;110.0;RATP;0;1;0;649008.6628;6865090.3639;;;0
48.8395165854, 2.30110751488;"{""type"": ""Point"", ""coordinates"": [2.301107514879988, 48.83951658539453]}";44995;22047;877;Vaugirard (Adolphe ChÃ©riou);VAUGIRARD (ADOLPHE CHERIOU);Vaugirard;2322;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112039;12;METRO;M12;3.0;110.0;RATP;0;1;0;648703.4994;6860167.7255;;;0
48.8422184136, 2.32900892624;"{""type"": ""Point"", ""coordinates"": [2.329008926235403, 48.84221841361352]}";44997;22135;879;Vavin;VAVIN;Vavin;2095;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104069;4;METRO;M4;3.0;110.0;RATP;0;1;0;650753.8774;6860450.3764;;;0
48.9307570033, 2.28417444828;"{""type"": ""Point"", ""coordinates"": [2.284174448283296, 48.93075700333628]}";42231;22233;1008;Les Courtilles-AsniÃ¨res-Gennevilliers;LES COURTILLES-ASNIERES-GENNEVILLIERS;AsniÃ¨res Gennevilliers Les Courtilles;4131;Metro;0;0;0;1;0;0;0;0;0;0;M13;0;0;0;A01546;;13;5.0;13-113079;13;METRO;M13;3.0;110.0;RATP;0;1;1;647552.6733;6870324.1848;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8643437787, 2.33012987711;"{""type"": ""Point"", ""coordinates"": [2.330129877112861, 48.86434377873391]}";45664;22075;864;Tuileries;TUILERIES;Tuileries;2011;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101059;1;METRO;M1;3.0;110.0;RATP;0;1;0;650857.0163;6862909.8123;;;0
48.8697985565, 2.28533509469;"{""type"": ""Point"", ""coordinates"": [2.285335094686169, 48.86979855646068]}";45020;22109;892;Victor Hugo;VICTOR HUGO;Victor Hugo;2048;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102079;2;METRO;M2;3.0;110.0;RATP;0;1;0;647576.3599;6863545.1478;;;0
48.8046881209, 2.3639531966;"{""type"": ""Point"", ""coordinates"": [2.363953196602166, 48.804688120911365]}";47826;22399;896;Villejuif-LÃ©o Lagrange;VILLEJUIF-LEO LAGRANGE;Villejuif-LÃ©o Lagrange;2158;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107097;7;METRO;M7;3.0;110.0;RATP;0;1;0;653284.8753;6856256.2281;;;0
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686]}";45056;22106;907;Villiers;VILLIERS;Villiers;2043;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103067;2;METRO;M2;3.0;110.0;RATP;0;1;0;649776.2512;6864787.9506;;;0
48.8811500285, 2.31517662622;"{""type"": ""Point"", ""coordinates"": [2.315176626220464, 48.881150028474686]}";45056;22027;908;Villiers;VILLIERS;Villiers;2057;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103067;3;METRO;M3;3.0;110.0;RATP;0;1;0;649776.2512;6864787.9506;;;0
48.7687151253, 2.46456499321;"{""type"": ""Point"", ""coordinates"": [2.464564993211323, 48.768715125271434]}";44453;21784;1072;CrÃ©teil-Pointe du Lac;CRETEIL-POINTE DU LAC;CrÃ©teil-Pointe du Lac;2189;Metro;0;0;0;1;0;0;0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108092;8;METRO;M8;3.0;110.0;RATP;0;1;0;660647.1686;6852201.7355;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.7290239851, 2.36991322479;"{""type"": ""Point"", ""coordinates"": [2.36991322479106, 48.72902398512841]}";42165;412356;9;AÃ‰ROPORT D'ORLY - TERMINAL SUD;AEROPORT D'ORLY - TERMINAL SUD;AÃ©roport Orly Sud;2397;Navette;0;0;0;0;0;1;1;0;0;0;0;0;ORLYVAL;ORLYVAL;A01551;;ORLYVAL;23.0;ORLYVAL-450;ORL;VAL;ORLYVAL;4.0;110.0;RATP Dev;0;1;1;653655.4766;6847840.1804;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
49.0100018671, 2.56055884389;"{""type"": ""Point"", ""coordinates"": [2.560558843894269, 49.010001867050306]}";43240;2271;1003;TERMINAL 3 - ROISSYPOLE;AEROPORT CHARLES DE GAULLE 1;AÃ©roport Charles De Gaulle 1 (Terminal 3);0;Navette;0;0;0;0;0;1;1;0;0;0;0;0;0;0;A01516;;CDGVAL;35.0;CDGVAL-409;CDG;VAL;CDGVAL;4.0;43.0;Transdev;271460;1;0;667851.6587;6878988.467;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
49.01004496, 2.57064006889;"{""type"": ""Point"", ""coordinates"": [2.570640068890432, 49.01004496004053]}";52244;10216;1004;STATION PX;STATION PX;Parc PX;0;Navette;0;0;0;0;0;1;1;0;0;0;0;0;0;0;A01516;;CDGVAL;35.0;CDGVAL-465;CDG;VAL;CDGVAL;4.0;43.0;Transdev;0;1;0;668589.1929;6878989.202;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
49.0047256245, 2.57129484307;"{""type"": ""Point"", ""coordinates"": [2.571294843069262, 49.00472562449099]}";43065;10221;1005;TERMINAL 2 - GARE TGV;AEROPORT CHARLES DE GAULLE 2-TGV;AÃ©roport Charles De Gaulle 2 TGV (Terminal 2);0;Navette;0;0;0;0;0;1;1;0;0;0;0;0;CDGVAL;CDGVAL;A01516;;CDGVAL;35.0;CDGVAL-443;CDG;VAL;CDGVAL;4.0;43.0;Transdev;0;1;1;668633.8822;6878397.3844;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8846809737, 2.34266003734;"{""type"": ""Point"", ""coordinates"": [2.342660037336352, 48.884680973727825]}";45559;412354;1017;Funiculaire Montmarte Station Basse;FUNICULAIRE MONTMARTRE STATION BASSE;Funiculaire Montmarte Station Basse;0;Navette;0;0;0;0;0;1;1;0;0;0;0;0;FUNICULAIRE MON;FUNICULAIRE MONTMARTRE;A01548;;FUNICULAIRE MONTMARTRE;38.0;FUNICULAIRE MONTMARTRE-466;FUN;FUNICULAIRE MONTMARTRE;FUNICULAIR;7.0;110.0;RATP;0;1;0;651795.0575;6865163.4399;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8319930862, 2.39835010387;"{""type"": ""Point"", ""coordinates"": [2.398350103868386, 48.831993086209216]}";44512;24138;1102;Porte de Charenton;PORTE DE CHARENTON;Porte de Charenton;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01193;;T3A;33.0;T3A-108075;3A;TRAMWAY;T3A;5.0;112.0;RATP;0;1;1;655834.2749;6859272.4127;;;0
48.8987339907, 2.38053703549;"{""type"": ""Point"", ""coordinates"": [2.380537035488634, 48.898733990652936]}";45596;24401;1111;Canal Saint-Denis;CANAL SAINT-DENIS;Canal Saint-Denis;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1608;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;654584.9051;6866703.61;;;0
48.8986011722, 2.36903694932;"{""type"": ""Point"", ""coordinates"": [2.369036949316923, 48.89860117217836]}";44503;24407;1113;Porte d'Aubervilliers;PORTE D AUBERVILLIERS;Porte d'Aubervilliers;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1610;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;653741.6915;6866695.5168;;;0
48.8890076495, 2.39568107471;"{""type"": ""Point"", ""coordinates"": [2.395681074711603, 48.88900764950694]}";44521;24423;1116;Porte de Pantin;PORTE DE PANTIN;Porte de Pantin;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1612;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;655686.8707;6865613.4809;;;0
48.9766656914, 2.37741967331;"{""type"": ""Point"", ""coordinates"": [2.377419673310627, 48.9766656914457]}";43013;28868;1121;Les Flanades;LES FLANADES;Les Flanades;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1703;5;TRAMWAY;T5;5.0;112.0;RATP;0;1;0;654424.6931;6875371.3973;;;0
48.9591210983, 2.35874250448;"{""type"": ""Point"", ""coordinates"": [2.358742504475762, 48.95912109831728]}";50686;28857;1127;Suzanne Valadon;SUZANNE VALADON;Suzanne Valadon;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01760;;T5;35.0;T5-1709;5;TRAMWAY;T5;5.0;112.0;RATP;0;1;0;653041.6366;6873431.3327;;;0
48.7526743518, 2.35536098908;"{""type"": ""Point"", ""coordinates"": [2.35536098907642, 48.75267435177292]}";58785;29901;1151;Porte de Rungis;PORTE DE RUNGIS;Porte de Rungis;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-1800;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;652606.6122;6850478.2667;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7295507227, 2.36826412862;"{""type"": ""Point"", ""coordinates"": [2.368264128619581, 48.72955072266277]}";42165;35927;1158;AÃ©roport d'Orly;AEROPORT D ORLY;AÃ©roport d'Orly;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02134;;T7;37.0;T7-450;7;TRAMWAY;T7;5.0;112.0;RATP;0;1;0;653534.6524;6847899.7117;LUDOVIC.GUILLOT;2018-04-17T02:00:00+02:00;0
48.7944688845, 2.27265034466;"{""type"": ""Point"", ""coordinates"": [2.272650344658386, 48.79446888451292]}";42850;41855;1164;Division Leclerc;DIVISION LECLERC;Division Leclerc;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02149;;T6;39.0;T6-117055;6;TRAMWAY;T6;0.0;0.0;RATP;0;1;0;646568.7529;6855177.8986;;;0
